NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_MEN;POP_WOMEN;POP_TOTAL;REF_DATE
AT2;AT22;AT224;617;Weiz;61705;Birkfeld;776;839;1615;01.01.2012
AT2;AT22;AT224;617;Weiz;61706;Etzersdorf-Rollsdorf;579;555;1134;01.01.2012
AT2;AT22;AT224;617;Weiz;61707;Feistritz bei Anger;542;531;1073;01.01.2012
AT2;AT22;AT224;617;Weiz;61708;Fischbach;789;775;1564;01.01.2012
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;589;590;1179;01.01.2012
AT2;AT22;AT224;617;Weiz;61710;Floing;597;604;1201;01.01.2012
AT2;AT22;AT224;617;Weiz;61711;Gasen;461;472;933;01.01.2012
AT2;AT22;AT224;617;Weiz;61712;Gersdorf an der Feistritz;611;604;1215;01.01.2012
AT2;AT22;AT224;617;Weiz;61713;Gleisdorf;2673;3087;5760;01.01.2012
AT2;AT22;AT224;617;Weiz;61714;Gschaid bei Birkfeld;464;452;916;01.01.2012
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;626;630;1256;01.01.2012
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;1478;1469;2947;01.01.2012
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;229;214;443;01.01.2012
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;343;356;699;01.01.2012
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;1035;1009;2044;01.01.2012
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;687;626;1313;01.01.2012
AT2;AT22;AT224;617;Weiz;61721;Ilztal;881;852;1733;01.01.2012
AT2;AT22;AT224;617;Weiz;61722;Koglhof;565;555;1120;01.01.2012
AT2;AT22;AT224;617;Weiz;61723;Krottendorf;1151;1223;2374;01.01.2012
AT2;AT22;AT224;617;Weiz;61724;Kulm bei Weiz;239;244;483;01.01.2012
AT2;AT22;AT224;617;Weiz;61725;Labuch;398;387;785;01.01.2012
AT2;AT22;AT224;617;Weiz;61726;Laßnitzthal;562;526;1088;01.01.2012
AT2;AT22;AT224;617;Weiz;61727;Ludersdorf-Wilfersdorf;1014;1024;2038;01.01.2012
AT2;AT22;AT224;617;Weiz;61728;Miesenbach bei Birkfeld;386;356;742;01.01.2012
AT2;AT22;AT224;617;Weiz;61729;Mitterdorf an der Raab;1036;1037;2073;01.01.2012
AT2;AT22;AT224;617;Weiz;61730;Mortantsch;997;1011;2008;01.01.2012
AT2;AT22;AT224;617;Weiz;61731;Naas;701;685;1386;01.01.2012
AT2;AT22;AT224;617;Weiz;61732;Naintsch;319;295;614;01.01.2012
AT2;AT22;AT224;617;Weiz;61733;Neudorf bei Passail;257;240;497;01.01.2012
AT2;AT22;AT224;617;Weiz;61734;Nitscha;725;721;1446;01.01.2012
AT2;AT22;AT224;617;Weiz;61735;Oberrettenbach;243;222;465;01.01.2012
AT2;AT22;AT224;617;Weiz;61736;Passail;1002;994;1996;01.01.2012
AT2;AT22;AT224;617;Weiz;61737;Pischelsdorf in der Steiermark;1239;1261;2500;01.01.2012
AT2;AT22;AT224;617;Weiz;61739;Preßguts;208;190;398;01.01.2012
AT2;AT22;AT224;617;Weiz;61740;Puch bei Weiz;1056;1042;2098;01.01.2012
AT2;AT22;AT224;617;Weiz;61741;Ratten;593;592;1185;01.01.2012
AT2;AT22;AT224;617;Weiz;61742;Reichendorf;317;295;612;01.01.2012
AT2;AT22;AT224;617;Weiz;61743;Rettenegg;383;377;760;01.01.2012
AT2;AT22;AT224;617;Weiz;61744;Sankt Kathrein am Hauenstein;361;318;679;01.01.2012
AT2;AT22;AT224;617;Weiz;61745;Sankt Kathrein am Offenegg;585;563;1148;01.01.2012
AT2;AT22;AT224;617;Weiz;61746;Sankt Margarethen an der Raab;1949;1966;3915;01.01.2012
AT2;AT22;AT224;617;Weiz;61747;Sankt Ruprecht an der Raab;1005;1072;2077;01.01.2012
AT2;AT22;AT224;617;Weiz;61748;Sinabelkirchen;2029;2017;4046;01.01.2012
AT2;AT22;AT224;617;Weiz;61749;Stenzengreith;260;256;516;01.01.2012
AT2;AT22;AT224;617;Weiz;61750;Strallegg;1017;984;2001;01.01.2012
AT2;AT22;AT224;617;Weiz;61751;Thannhausen;1165;1191;2356;01.01.2012
AT2;AT22;AT224;617;Weiz;61752;Ungerdorf;425;427;852;01.01.2012
AT2;AT22;AT224;617;Weiz;61753;Unterfladnitz;759;740;1499;01.01.2012
AT2;AT22;AT224;617;Weiz;61754;Waisenegg;542;551;1093;01.01.2012
AT2;AT22;AT224;617;Weiz;61755;Weiz;4223;4682;8905;01.01.2012
AT2;AT22;AT226;620;Murtal;62001;Amering;536;527;1063;01.01.2012
AT2;AT22;AT226;620;Murtal;62002;Apfelberg;555;574;1129;01.01.2012
AT2;AT22;AT226;620;Murtal;62003;Bretstein;162;147;309;01.01.2012
AT2;AT22;AT226;620;Murtal;62004;Eppenstein;631;615;1246;01.01.2012
AT2;AT22;AT226;620;Murtal;62005;Feistritz bei Knittelfeld;385;387;772;01.01.2012
AT2;AT22;AT226;620;Murtal;62006;Flatschach;103;102;205;01.01.2012
AT2;AT22;AT226;620;Murtal;62007;Fohnsdorf;3787;4096;7883;01.01.2012
AT2;AT22;AT226;620;Murtal;62008;Gaal;712;721;1433;01.01.2012
AT2;AT22;AT226;620;Murtal;62009;Großlobming;571;620;1191;01.01.2012
AT2;AT22;AT226;620;Murtal;62010;Hohentauern;215;243;458;01.01.2012
AT2;AT22;AT226;620;Murtal;62011;Judenburg;4408;4886;9294;01.01.2012
AT2;AT22;AT226;620;Murtal;62012;Kleinlobming;353;296;649;01.01.2012
AT2;AT22;AT226;620;Murtal;62013;Knittelfeld;5502;6033;11535;01.01.2012
AT2;AT22;AT226;620;Murtal;62014;Kobenz;923;916;1839;01.01.2012
AT2;AT22;AT226;620;Murtal;62015;Maria Buch-Feistritz;1125;1160;2285;01.01.2012
AT2;AT22;AT226;620;Murtal;62016;Obdach;1052;1047;2099;01.01.2012
AT2;AT22;AT226;620;Murtal;62017;Oberkurzheim;363;349;712;01.01.2012
AT2;AT22;AT226;620;Murtal;62018;Oberweg;294;282;576;01.01.2012
AT2;AT22;AT226;620;Murtal;62019;Oberzeiring;404;454;858;01.01.2012
AT2;AT22;AT226;620;Murtal;62020;Pöls;1192;1231;2423;01.01.2012
AT2;AT22;AT226;620;Murtal;62021;Pusterwald;260;226;486;01.01.2012
AT2;AT22;AT226;620;Murtal;62022;Rachau;315;289;604;01.01.2012
AT2;AT22;AT226;620;Murtal;62023;Reifling;198;187;385;01.01.2012
AT2;AT22;AT226;620;Murtal;62024;Reisstraße;87;87;174;01.01.2012
AT2;AT22;AT226;620;Murtal;62025;Sankt Anna am Lavantegg;216;198;414;01.01.2012
AT2;AT22;AT226;620;Murtal;62026;Sankt Georgen ob Judenburg;439;444;883;01.01.2012
AT2;AT22;AT226;620;Murtal;62027;Sankt Johann am Tauern;246;242;488;01.01.2012
AT2;AT22;AT226;620;Murtal;62028;Sankt Lorenzen bei Knittelfeld;393;400;793;01.01.2012
AT2;AT22;AT226;620;Murtal;62029;Sankt Marein bei Knittelfeld;600;621;1221;01.01.2012
AT2;AT22;AT226;620;Murtal;62030;Sankt Margarethen bei Knittelfeld;666;664;1330;01.01.2012
AT2;AT22;AT226;620;Murtal;62031;Sankt Oswald-Möderbrugg;581;593;1174;01.01.2012
AT2;AT22;AT226;620;Murtal;62032;Sankt Peter ob Judenburg;565;544;1109;01.01.2012
AT2;AT22;AT226;620;Murtal;62033;Sankt Wolfgang-Kienberg;193;177;370;01.01.2012
AT2;AT22;AT226;620;Murtal;62034;Seckau;649;615;1264;01.01.2012
AT2;AT22;AT226;620;Murtal;62035;Spielberg;2525;2583;5108;01.01.2012
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;657;716;1373;01.01.2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;620;692;1312;01.01.2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;3532;3631;7163;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;484;516;1000;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;734;750;1484;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;969;973;1942;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;170;165;335;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;891;911;1802;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;5926;6588;12514;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;253;257;510;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;80;78;158;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;177;170;347;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;639;648;1287;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;164;168;332;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;307;289;596;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;10508;11135;21643;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;2661;2797;5458;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;2503;2665;5168;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;1984;2013;3997;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;691;799;1490;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;1165;1253;2418;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;462;483;945;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;403;228;631;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;4125;4532;8657;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;644;661;1305;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;1503;1614;3117;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;858;879;1737;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;1186;1207;2393;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;139;136;275;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;471;516;987;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;1737;1760;3497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;1247;1276;2523;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;467;543;1010;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;804;808;1612;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;977;943;1920;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;821;829;1650;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;497;502;999;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;760;804;1564;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;1188;1309;2497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;1025;1057;2082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;572;580;1152;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;800;818;1618;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;1057;1130;2187;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;337;328;665;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;1100;1064;2164;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;480;511;991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;812;801;1613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;364;337;701;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;607;620;1227;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;606;605;1211;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;1267;1305;2572;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;2780;3196;5976;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;1245;1286;2531;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;898;876;1774;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;321;308;629;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;672;652;1324;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;698;688;1386;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;328;332;660;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;3058;3480;6538;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;1107;1038;2145;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;413;405;818;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;326;302;628;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;1295;1266;2561;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;183;191;374;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;720;747;1467;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;695;692;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;169;162;331;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;693;694;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;464;432;896;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;546;561;1107;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;587;625;1212;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;726;775;1501;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;1567;1515;3082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;966;1097;2063;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;1041;1057;2098;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;276;280;556;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;307;306;613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;499;490;989;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;522;568;1090;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;504;562;1066;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;531;517;1048;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;556;514;1070;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;178;193;371;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;961;1030;1991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;808;762;1570;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;593;597;1190;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;770;684;1454;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;456;474;930;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;709;672;1381;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;725;683;1408;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;159;131;290;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;684;752;1436;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;542;496;1038;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;331;304;635;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;240;244;484;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;1123;1195;2318;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;339;352;691;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;589;568;1157;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;644;713;1357;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;365;354;719;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;352;359;711;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;729;691;1420;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;190;173;363;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;432;446;878;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;149;139;288;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;1024;1200;2224;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;595;728;1323;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;502;562;1064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;296;279;575;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;245;233;478;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;384;402;786;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;612;619;1231;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;178;192;370;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;670;724;1394;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;217;234;451;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;449;437;886;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;620;608;1228;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;1473;1563;3036;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;2136;2501;4637;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;384;369;753;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;259;301;560;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;342;302;644;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;122;122;244;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;951;979;1930;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;1085;1104;2189;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;570;580;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;473;432;905;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;171;180;351;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;868;921;1789;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;866;871;1737;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;429;451;880;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;475;498;973;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;836;829;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;384;398;782;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;800;808;1608;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;782;773;1555;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;992;1001;1993;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;616;607;1223;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;266;259;525;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;587;557;1144;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;199;201;400;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;325;340;665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;348;358;706;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;268;265;533;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;567;583;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;653;665;1318;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;224;190;414;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;1503;1561;3064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;769;825;1594;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;818;847;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;364;362;726;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;312;324;636;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;1031;1057;2088;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;189;163;352;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;390;408;798;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;432;432;864;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;792;834;1626;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;369;323;692;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;293;295;588;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;851;908;1759;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;404;405;809;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;313;304;617;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;1203;1189;2392;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;883;871;1754;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;1104;1154;2258;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;1897;1906;3803;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;328;312;640;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;482;512;994;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;792;759;1551;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;333;360;693;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;653;662;1315;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;432;427;859;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;139;138;277;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;232;217;449;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;646;611;1257;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;556;497;1053;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;849;864;1713;01.01.2012
